year,ssp1,ssp2,ssp3,ssp4,ssp5
1894,3.733661395,3.302756201,3.608931839,3.063791971,3.182585559
1895,3.815692644,3.375405346,3.688219241,3.13113038,3.252564477
1896,3.899356462,3.44924024,3.769069707,3.199605403,3.323716742
1897,3.984478431,3.524615915,3.851338202,3.269508712,3.396341116
1898,4.071355222,3.601286033,3.935288262,3.340702044,3.470321118
1899,4.159786443,3.679584165,4.020881711,3.413185818,3.545631122
1900,4.250043224,3.75939406,4.107989742,3.487212745,3.622533592
1901,4.342049055,3.840770969,4.196897795,3.562679162,3.700925472
1902,4.435877642,3.923621127,4.287601921,3.639628872,3.780744984
1903,4.531514833,4.008226665,4.380090903,3.718097275,3.862287879
1904,4.629206174,4.094548707,4.474463514,3.798173858,3.945576696
1905,4.728816463,4.182617445,4.570725036,3.879832901,4.030425733
1906,4.830381009,4.272410808,4.66888222,3.963131325,4.116970452
1907,4.934000103,4.364049682,4.769033541,4.048104321,4.205132867
1908,5.03953509,4.457519343,4.871045415,4.134674941,4.295202144
1909,5.147393135,4.552916868,4.97525152,4.223131575,4.387080923
1910,5.257444164,4.6500444,5.081615593,4.31340459,4.480866381
1911,5.369575087,4.749385272,5.190028375,4.405356157,4.576386811
1912,5.484210986,4.850722185,5.300781107,4.49934266,4.674042369
1913,5.601192319,4.954193791,5.413871589,4.595299901,4.773735324
1914,5.703894441,5.045010558,5.513108597,4.679569,4.861244176
1915,5.808393446,5.137445126,5.614131819,4.765283163,4.950298857
1916,5.914781321,5.231356532,5.716966476,4.85251617,5.040946338
1917,6.022877931,5.327103962,5.821435176,4.941309455,5.133039096
1918,6.133001738,5.42454661,5.927876968,5.03153823,5.226933311
1919,6.244993743,5.523551402,6.036105137,5.123364588,5.322312296
1920,6.358965274,5.624349732,6.146464963,5.216976799,5.419597522
1921,6.475162763,5.727109001,6.258579941,5.312147282,5.518456227
1922,6.593271588,5.83155257,6.372723758,5.409192616,5.619283932
1923,6.713677815,5.938046176,6.489136152,5.507770181,5.721693285
1924,6.836117598,6.046301542,6.607422153,5.608364783,5.826185164
1925,6.960909697,6.156718525,6.728060468,5.71076245,5.932395116
1926,7.087815042,6.26889246,6.85071765,5.814794574,6.040686547
1927,7.217114465,6.383295081,6.975734786,5.920929125,6.150682999
1928,7.348635292,6.499584883,7.102798831,6.028750929,6.262931147
