"year","ssp1","ssp2","ssp3","ssp4","ssp5"
1765,0.000741028104852886,0.000741028104852886,0.000741028104852886,0.000741028104852886,0.000741028104852886
1766,0.00073717260798867,0.00073717260798867,0.00073717260798867,0.00073717260798867,0.00073717260798867
1767,0.000733337169664514,0.000733337169664514,0.000733337169664514,0.000733337169664514,0.000733337169664514
1768,0.000729521688244267,0.000729521688244267,0.000729521688244267,0.000729521688244267,0.000729521688244267
1769,0.000725726057787168,0.000725726057787168,0.000725726057787168,0.000725726057787168,0.000725726057787168
1770,0.000721950175593372,0.000721950175593372,0.000721950175593372,0.000721950175593372,0.000721950175593372
1771,0.00095759189468843,0.00095759189468843,0.00095759189468843,0.00095759189468843,0.00095759189468843
1772,0.000952609636536452,0.000952609636536452,0.000952609636536452,0.000952609636536452,0.000952609636536452
1773,0.000947653301502909,0.000947653301502909,0.000947653301502909,0.000947653301502909,0.000947653301502909
1774,0.00094272275282321,0.00094272275282321,0.00094272275282321,0.00094272275282321,0.00094272275282321
1775,0.000937817857838252,0.000937817857838252,0.000937817857838252,0.000937817857838252,0.000937817857838252
1776,0.000932938482597481,0.000932938482597481,0.000932938482597481,0.000932938482597481,0.000932938482597481
1777,0.000928084494544445,0.000928084494544445,0.000928084494544445,0.000928084494544445,0.000928084494544445
1778,0.000923255759923701,0.000923255759923701,0.000923255759923701,0.000923255759923701,0.000923255759923701
1779,0.000918452150205213,0.000918452150205213,0.000918452150205213,0.000918452150205213,0.000918452150205213
1780,0.00091367353308516,0.00091367353308516,0.00091367353308516,0.00091367353308516,0.00091367353308516
1781,0.00113614972776936,0.00113614972776936,0.00113614972776936,0.00113614972776936,0.00113614972776936
1782,0.00113023845177279,0.00113023845177279,0.00113023845177279,0.00113023845177279,0.00113023845177279
1783,0.00112435793072473,0.00112435793072473,0.00112435793072473,0.00112435793072473,0.00112435793072473
1784,0.00111850800453312,0.00111850800453312,0.00111850800453312,0.00111850800453312,0.00111850800453312
1785,0.00111268851624309,0.00111268851624309,0.00111268851624309,0.00111268851624309,0.00111268851624309
1786,0.00110689930603624,0.00110689930603624,0.00110689930603624,0.00110689930603624,0.00110689930603624
1787,0.0011011402172398,0.0011011402172398,0.0011011402172398,0.0011011402172398,0.0011011402172398
1788,0.00109541109044792,0.00109541109044792,0.00109541109044792,0.00109541109044792,0.00109541109044792
1789,0.00108971177367977,0.00108971177367977,0.00108971177367977,0.00108971177367977,0.00108971177367977
1790,0.00108404210793756,0.00108404210793756,0.00108404210793756,0.00108404210793756,0.00108404210793756
1791,0.0012940823358649,0.0012940823358649,0.0012940823358649,0.0012940823358649,0.0012940823358649
1792,0.00128734935023555,0.00128734935023555,0.00128734935023555,0.00128734935023555,0.00128734935023555
1793,0.00128065139706024,0.00128065139706024,0.00128065139706024,0.00128065139706024,0.00128065139706024
1794,0.00127398829168474,0.00127398829168474,0.00127398829168474,0.00127398829168474,0.00127398829168474
1795,0.00126735985464261,0.00126735985464261,0.00126735985464261,0.00126735985464261,0.00126735985464261
1796,0.00126076590348996,0.00126076590348996,0.00126076590348996,0.00126076590348996,0.00126076590348996
1797,0.00146324064116791,0.00146324064116791,0.00146324064116791,0.00146324064116791,0.00146324064116791
1798,0.00145562754289584,0.00145562754289584,0.00145562754289584,0.00145562754289584,0.00145562754289584
1799,0.00144805405462406,0.00144805405462406,0.00144805405462406,0.00144805405462406,0.00144805405462406
1800,0.00164630853849827,0.00164630853849827,0.00164630853849827,0.00164630853849827,0.00164630853849827
1801,0.00163774295473823,0.00163774295473823,0.00163774295473823,0.00163774295473823,0.00163774295473823
1802,0.00203652742840114,0.00203652742840114,0.00203652742840114,0.00203652742840114,0.00203652742840114
1803,0.00182333841339327,0.00182333841339327,0.00182333841339327,0.00182333841339327,0.00182333841339327
1804,0.00181385176006513,0.00181385176006513,0.00181385176006513,0.00181385176006513,0.00181385176006513
1805,0.00180441446555466,0.00180441446555466,0.00180441446555466,0.00180441446555466,0.00180441446555466
1806,0.00199447361824887,0.00199447361824887,0.00199447361824887,0.00199447361824887,0.00199447361824887
1807,0.00198409658634977,0.00198409658634977,0.00198409658634977,0.00198409658634977,0.00198409658634977
1808,0.00197377352351944,0.00197377352351944,0.00197377352351944,0.00197377352351944,0.00197377352351944
1809,0.00196350417243738,0.00196350417243738,0.00196350417243738,0.00196350417243738,0.00196350417243738
1810,0.00195328824942429,0.00195328824942429,0.00195328824942429,0.00195328824942429,0.00195328824942429
1811,0.00213743805008892,0.00213743805008892,0.00213743805008892,0.00213743805008892,0.00213743805008892
1812,0.00212631716833644,0.00212631716833644,0.00212631716833644,0.00212631716833644,0.00212631716833644
1813,0.00211525414569535,0.00211525414569535,0.00211525414569535,0.00211525414569535,0.00211525414569535
1814,0.00210424868289154,0.00210424868289154,0.00210424868289154,0.00210424868289154,0.00210424868289154
1815,0.00228360052504224,0.00228360052504224,0.00228360052504224,0.00228360052504224,0.00228360052504224
1816,0.00246102910528613,0.00246102910528613,0.00246102910528613,0.00246102910528613,0.00246102910528613
1817,0.00263654957778993,0.00263654957778993,0.00263654957778993,0.00263654957778993,0.00263654957778993
1818,0.00262283186816587,0.00262283186816587,0.00262283186816587,0.00262283186816587,0.00262283186816587
1819,0.00260918552821538,0.00260918552821538,0.00260918552821538,0.00260918552821538,0.00260918552821538
1820,0.00259561018843342,0.00259561018843342,0.00259561018843342,0.00259561018843342,0.00259561018843342
1821,0.00257134436273441,0.00257134436273441,0.00257134436273441,0.00257134436273441,0.00257134436273441
1822,0.00272925577971085,0.00272925577971085,0.00272925577971085,0.00272925577971085,0.00272925577971085
1823,0.00288398989538912,0.00288398989538912,0.00288398989538912,0.00288398989538912,0.00288398989538912
1824,0.00285702806991795,0.00285702806991795,0.00285702806991795,0.00285702806991795,0.00285702806991795
1825,0.00300721319390603,0.00300721319390603,0.00300721319390603,0.00300721319390603,0.00300721319390603
1826,0.00297909937897568,0.00297909937897568,0.00297909937897568,0.00297909937897568,0.00297909937897568
1827,0.00312485123755077,0.00312485123755077,0.00312485123755077,0.00312485123755077,0.00312485123755077
1828,0.00309563764476657,0.00309563764476657,0.00309563764476657,0.00309563764476657,0.00309563764476657
1829,0.0030666971673552,0.0030666971673552,0.0030666971673552,0.0030666971673552,0.0030666971673552
1830,0.00405070299368167,0.00405070299368167,0.00405070299368167,0.00405070299368167,0.00405070299368167
1831,0.0038456323964072,0.0038456323964072,0.0038456323964072,0.0038456323964072,0.0038456323964072
1832,0.00380968037271631,0.00380968037271631,0.00380968037271631,0.00380968037271631,0.00380968037271631
1833,0.00393815421411589,0.00393815421411589,0.00393815421411589,0.00393815421411589,0.00393815421411589
1834,0.00390133721824852,0.00390133721824852,0.00390133721824852,0.00390133721824852,0.00390133721824852
1835,0.00402590043786795,0.00402590043786795,0.00402590043786795,0.00402590043786795,0.00402590043786795
1836,0.00462638522189365,0.00462638522189365,0.00462638522189365,0.00462638522189365,0.00462638522189365
1837,0.0045831340985676,0.0045831340985676,0.0045831340985676,0.0045831340985676,0.0045831340985676
1838,0.00469684895308106,0.00469684895308106,0.00469684895308106,0.00469684895308106,0.00469684895308106
1839,0.00480803704872095,0.00480803704872095,0.00480803704872095,0.00480803704872095,0.00480803704872095
1840,0.00507038352931008,0.00507038352931008,0.00507038352931008,0.00507038352931008,0.00507038352931008
1841,0.00517519312225362,0.00517519312225362,0.00517519312225362,0.00517519312225362,0.00517519312225362
1842,0.00542838845043025,0.00542838845043025,0.00542838845043025,0.00542838845043025,0.00542838845043025
1843,0.00552701844319976,0.00552701844319976,0.00552701844319976,0.00552701844319976,0.00552701844319976
1844,0.00577131222604991,0.00577131222604991,0.00577131222604991,0.00577131222604991,0.00577131222604991
1845,0.00630375306200011,0.00630375306200011,0.00630375306200011,0.00630375306200011,0.00630375306200011
1846,0.00624482056929898,0.00624482056929898,0.00624482056929898,0.00624482056929898,0.00624482056929898
1847,0.00661805106673044,0.00661805106673044,0.00661805106673044,0.00661805106673044,0.00661805106673044
1848,0.00669870592788443,0.00669870592788443,0.00669870592788443,0.00669870592788443,0.00669870592788443
1849,0.00705966075768701,0.00705966075768701,0.00705966075768701,0.00705966075768701,0.00705966075768701
1850,0.00755315437304733,0.00755315437304733,0.00755315437304733,0.00755315437304733,0.00755315437304733
1851,0.00748254148308465,0.00748254148308465,0.00748254148308465,0.00748254148308465,0.00748254148308465
1852,0.00782439923632225,0.00782439923632225,0.00782439923632225,0.00782439923632225,0.00782439923632225
1853,0.00802322424723021,0.00802322424723021,0.00802322424723021,0.00802322424723021,0.00802322424723021
1854,0.00929537218486743,0.00929537218486743,0.00929537218486743,0.00929537218486743,0.00929537218486743
1855,0.00947538388650895,0.00947538388650895,0.00947538388650895,0.00947538388650895,0.00947538388650895
1856,0.0100478427696028,0.0100478427696028,0.0100478427696028,0.0100478427696028,0.0100478427696028
1857,0.0100848800277628,0.0100848800277628,0.0100848800277628,0.0100848800277628,0.0100848800277628
1858,0.0101203465882548,0.0101203465882548,0.0101203465882548,0.0101203465882548,0.0101203465882548
1859,0.0106684087905938,0.0106684087905938,0.0106684087905938,0.0106684087905938,0.0106684087905938
1860,0.0115873392308139,0.0115873392308139,0.0115873392308139,0.0115873392308139,0.0115873392308139
1861,0.0119835833945967,0.0119835833945967,0.0119835833945967,0.0119835833945967,0.0119835833945967
1862,0.0121214787392202,0.0121214787392202,0.0121214787392202,0.0121214787392202,0.0121214787392202
1863,0.012874725862826,0.012874725862826,0.012874725862826,0.012874725862826,0.012874725862826
1864,0.0137354675285955,0.0137354675285955,0.0137354675285955,0.0137354675285955,0.0137354675285955
1865,0.0144574985613149,0.0144574985613149,0.0144574985613149,0.0144574985613149,0.0144574985613149
1866,0.0146834057366895,0.0146834057366895,0.0146834057366895,0.0146834057366895,0.0146834057366895
1867,0.0155265298889814,0.0155265298889814,0.0155265298889814,0.0155265298889814,0.0155265298889814
1868,0.0159754125057317,0.0159754125057317,0.0159754125057317,0.0159754125057317,0.0159754125057317
1869,0.0166485684905494,0.0166485684905494,0.0166485684905494,0.0166485684905494,0.0166485684905494
1870,0.0170759074255499,0.0170759074255499,0.0170759074255499,0.0170759074255499,0.0170759074255499
1871,0.0177470620812108,0.0177470620812108,0.0177470620812108,0.0177470620812108,0.0177470620812108
1872,0.0192723846401954,0.0192723846401954,0.0192723846401954,0.0192723846401954,0.0192723846401954
1873,0.0200737152293169,0.0200737152293169,0.0200737152293169,0.0200737152293169,0.0200737152293169
1874,0.0185948601955159,0.0185948601955159,0.0185948601955159,0.0185948601955159,0.0185948601955159
1875,0.0196741781431318,0.0196741781431318,0.0196741781431318,0.0196741781431318,0.0196741781431318
1876,0.0195762221020065,0.0195762221020065,0.0195762221020065,0.0195762221020065,0.0195762221020065
1877,0.0194738789178694,0.0194738789178694,0.0194738789178694,0.0194738789178694,0.0194738789178694
1878,0.0192159312889372,0.0192159312889372,0.0192159312889372,0.0192159312889372,0.0192159312889372
1879,0.0201619054581351,0.0201619054581351,0.0201619054581351,0.0201619054581351,0.0201619054581351
1880,0.0221886661269349,0.0221886661269349,0.0221886661269349,0.0221886661269349,0.0221886661269349
1881,0.0223734202123845,0.0223734202123845,0.0223734202123845,0.0223734202123845,0.0223734202123845
1882,0.0230819759725355,0.0230819759725355,0.0230819759725355,0.0230819759725355,0.0230819759725355
1883,0.0240164513454592,0.0240164513454592,0.0240164513454592,0.0240164513454592,0.0240164513454592
1884,0.0237782308918258,0.0237782308918258,0.0237782308918258,0.0237782308918258,0.0237782308918258
1885,0.0234548960622857,0.0234548960622857,0.0234548960622857,0.0234548960622857,0.0234548960622857
1886,0.0233005931711818,0.0233005931711818,0.0233005931711818,0.0233005931711818,0.0233005931711818
1887,0.0239546374418518,0.0239546374418518,0.0239546374418518,0.0239546374418518,0.0239546374418518
1888,0.0260029271249449,0.0260029271249449,0.0260029271249449,0.0260029271249449,0.0260029271249449
1889,0.0254641481404221,0.0254641481404221,0.0254641481404221,0.0254641481404221,0.0254641481404221
1890,0.0271480294705509,0.0271480294705509,0.0271480294705509,0.0271480294705509,0.0271480294705509
1891,0.0277803790892321,0.0277803790892321,0.0277803790892321,0.0277803790892321,0.0277803790892321
1892,0.0273510336298139,0.0273510336298139,0.0273510336298139,0.0273510336298139,0.0273510336298139
1893,0.0264978586247691,0.0264978586247691,0.0264978586247691,0.0264978586247691,0.0264978586247691
1894,0.0268605401821209,0.0268605401821209,0.0268605401821209,0.0268605401821209,0.0268605401821209
1895,0.0278836046218851,0.0278836046218851,0.0278836046218851,0.0278836046218851,0.0278836046218851
1896,0.028180183647119,0.028180183647119,0.028180183647119,0.028180183647119,0.028180183647119
1897,0.0289793998033665,0.0289793998033665,0.0289793998033665,0.0289793998033665,0.0289793998033665
1898,0.0299913887845502,0.0299913887845502,0.0299913887845502,0.0299913887845502,0.0299913887845502
1899,0.0320227405988874,0.0320227405988874,0.0320227405988874,0.0320227405988874,0.0320227405988874
1900,0.0330292497501131,0.0330292497501131,0.0330292497501131,0.0330292497501131,0.0330292497501131
1901,0.0334351628857819,0.0334351628857819,0.0334351628857819,0.0334351628857819,0.0334351628857819
1902,0.0335728113565779,0.0335728113565779,0.0335728113565779,0.0335728113565779,0.0335728113565779
1903,0.0358396167690281,0.0358396167690281,0.0358396167690281,0.0358396167690281,0.0358396167690281
1904,0.0354952056124436,0.0354952056124436,0.0354952056124436,0.0354952056124436,0.0354952056124436
1905,0.0369322314583305,0.0369322314583305,0.0369322314583305,0.0369322314583305,0.0369322314583305
1906,0.0385672211294366,0.0385672211294366,0.0385672211294366,0.0385672211294366,0.0385672211294366
1907,0.0418814694342719,0.0418814694342719,0.0418814694342719,0.0418814694342719,0.0418814694342719
1908,0.0392350332081192,0.0392350332081192,0.0392350332081192,0.0392350332081192,0.0392350332081192
1909,0.0402151165402054,0.0402151165402054,0.0402151165402054,0.0402151165402054,0.0402151165402054
