year,ssp1,ssp2,ssp3,ssp4,ssp5
2350,37.1012,32.3778,9.53498,17.5823,59.83
2351,37.1034,32.3804,9.5351,17.583,59.8348
2352,37.1056,32.3829,9.53522,17.5838,59.8394
2353,37.1078,32.3854,9.53533,17.5845,59.844
2354,37.1099,32.3879,9.53545,17.5853,59.8485
2355,37.1119,32.3903,9.53556,17.586,59.853
2356,37.114,32.3926,9.53566,17.5867,59.8573
2357,37.1159,32.395,9.53577,17.5873,59.8615
2358,37.1179,32.3972,9.53587,17.588,59.8657
2359,37.1198,32.3994,9.53598,17.5887,59.8698
2360,37.1217,32.4016,9.53608,17.5893,59.8738
2361,37.1235,32.4038,9.53617,17.5899,59.8777
2362,37.1253,32.4058,9.53627,17.5906,59.8815
2363,37.1271,32.4079,9.53636,17.5912,59.8853
2364,37.1288,32.4099,9.53646,17.5918,59.889
2365,37.1305,32.4119,9.53655,17.5923,59.8926
2366,37.1321,32.4138,9.53664,17.5929,59.8961
2367,37.1338,32.4157,9.53672,17.5935,59.8996
2368,37.1354,32.4176,9.53681,17.594,59.903
2369,37.1369,32.4194,9.53689,17.5945,59.9064
2370,37.1385,32.4212,9.53697,17.5951,59.9096
2371,37.14,32.4229,9.53705,17.5956,59.9128
2372,37.1414,32.4246,9.53713,17.5961,59.916
2373,37.1429,32.4263,9.53721,17.5966,59.9191
2374,37.1443,32.428,9.53728,17.5971,59.9221
2375,37.1457,32.4296,9.53736,17.5975,59.9251
2376,37.147,32.4312,9.53743,17.598,59.928
2377,37.1484,32.4327,9.5375,17.5985,59.9308
2378,37.1497,32.4342,9.53757,17.5989,59.9336
2379,37.1509,32.4357,9.53764,17.5994,59.9363
2380,37.1522,32.4372,9.53771,17.5998,59.939
2381,37.1534,32.4386,9.53777,17.6002,59.9416
2382,37.1546,32.44,9.53784,17.6006,59.9442
2383,37.1558,32.4414,9.5379,17.601,59.9468
2384,37.157,32.4427,9.53796,17.6014,59.9492
2385,37.1581,32.4441,9.53802,17.6018,59.9517
2386,37.1592,32.4454,9.53808,17.6022,59.954
2387,37.1603,32.4466,9.53814,17.6026,59.9564
2388,37.1614,32.4479,9.5382,17.6029,59.9587
2389,37.1624,32.4491,9.53825,17.6033,59.9609
2390,37.1635,32.4503,9.53831,17.6037,59.9631
2391,37.1645,32.4515,9.53836,17.604,59.9652
2392,37.1655,32.4526,9.53841,17.6043,59.9674
2393,37.1664,32.4537,9.53846,17.6047,59.9694
2394,37.1674,32.4548,9.53852,17.605,59.9714
2395,37.1683,32.4559,9.53856,17.6053,59.9734
2396,37.1692,32.457,9.53861,17.6056,59.9754
2397,37.1701,32.458,9.53866,17.6059,59.9773
2398,37.171,32.4591,9.53871,17.6062,59.9792
2399,37.1718,32.4601,9.53875,17.6065,59.981
2400,37.1727,32.461,9.5388,17.6068,59.9828
2401,37.1735,32.462,9.53884,17.6071,59.9846
2402,37.1743,32.4629,9.53889,17.6074,59.9863
2403,37.1751,32.4639,9.53893,17.6076,59.988
2404,37.1759,32.4648,9.53897,17.6079,59.9896
2405,37.1766,32.4657,9.53901,17.6082,59.9913
2406,37.1774,32.4665,9.53905,17.6084,59.9929
2407,37.1781,32.4674,9.53909,17.6087,59.9944
2408,37.1788,32.4682,9.53913,17.6089,59.996
2409,37.1795,32.469,9.53916,17.6092,59.9975
2410,37.1802,32.4698,9.5392,17.6094,59.9989
2411,37.1809,32.4706,9.53924,17.6096,60.0004
2412,37.1816,32.4714,9.53927,17.6099,60.0018
2413,37.1822,32.4721,9.53931,17.6101,60.0032
2414,37.1829,32.4729,9.53934,17.6103,60.0045
2415,37.1835,32.4736,9.53937,17.6105,60.0059
2416,37.1841,32.4743,9.53941,17.6107,60.0072
2417,37.1847,32.475,9.53944,17.6109,60.0085
2418,37.1853,32.4757,9.53947,17.6111,60.0097
2419,37.1859,32.4764,9.5395,17.6113,60.011
2420,37.1864,32.477,9.53953,17.6115,60.0122
2421,37.187,32.4777,9.53956,17.6117,60.0133
2422,37.1875,32.4783,9.53959,17.6119,60.0145
2423,37.188,32.4789,9.53962,17.6121,60.0156
2424,37.1886,32.4795,9.53965,17.6123,60.0168
2425,37.1891,32.4801,9.53967,17.6124,60.0178
2426,37.1896,32.4807,9.5397,17.6126,60.0189
2427,37.1901,32.4813,9.53973,17.6128,60.02
2428,37.1905,32.4818,9.53975,17.6129,60.021
2429,37.191,32.4824,9.53978,17.6131,60.022
2430,37.1915,32.4829,9.5398,17.6133,60.023
2431,37.1919,32.4835,9.53982,17.6134,60.024
2432,37.1924,32.484,9.53985,17.6136,60.0249
2433,37.1928,32.4845,9.53987,17.6137,60.0258
2434,37.1932,32.485,9.53989,17.6139,60.0267
2435,37.1937,32.4855,9.53992,17.614,60.0276
2436,37.1941,32.4859,9.53994,17.6142,60.0285
2437,37.1945,32.4864,9.53996,17.6143,60.0294
2438,37.1949,32.4869,9.53998,17.6144,60.0302
2439,37.1952,32.4873,9.54,17.6146,60.031
2440,37.1956,32.4878,9.54002,17.6147,60.0319
2441,37.196,32.4882,9.54004,17.6148,60.0326
2442,37.1964,32.4886,9.54006,17.6149,60.0334
2443,37.1967,32.489,9.54008,17.6151,60.0342
2444,37.1971,32.4894,9.5401,17.6152,60.0349
2445,37.1974,32.4898,9.54012,17.6153,60.0357
2446,37.1977,32.4902,9.54013,17.6154,60.0364
2447,37.1981,32.4906,9.54015,17.6155,60.0371
2448,37.1984,32.491,9.54017,17.6156,60.0378
2449,37.1987,32.4914,9.54019,17.6157,60.0384
2450,37.199,32.4917,9.5402,17.6159,60.0391
2451,37.1993,32.4921,9.54022,17.616,60.0398
2452,37.1996,32.4924,9.54023,17.6161,60.0404
2453,37.1999,32.4928,9.54025,17.6162,60.041
2454,37.2002,32.4931,9.54027,17.6163,60.0416
2455,37.2005,32.4934,9.54028,17.6164,60.0422
2456,37.2008,32.4937,9.5403,17.6164,60.0428
2457,37.201,32.4941,9.54031,17.6165,60.0434
2458,37.2013,32.4944,9.54032,17.6166,60.044
2459,37.2015,32.4947,9.54034,17.6167,60.0445
2460,37.2018,32.495,9.54035,17.6168,60.0451
2461,37.202,32.4952,9.54036,17.6169,60.0456
2462,37.2023,32.4955,9.54038,17.617,60.0461
2463,37.2025,32.4958,9.54039,17.6171,60.0466
2464,37.2028,32.4961,9.5404,17.6171,60.0471
2465,37.203,32.4963,9.54041,17.6172,60.0476
2466,37.2032,32.4966,9.54043,17.6173,60.0481
2467,37.2034,32.4969,9.54044,17.6174,60.0486
2468,37.2037,32.4971,9.54045,17.6174,60.049
2469,37.2039,32.4974,9.54046,17.6175,60.0495
2470,37.2041,32.4976,9.54047,17.6176,60.0499
2471,37.2043,32.4978,9.54048,17.6177,60.0504
2472,37.2045,32.4981,9.54049,17.6177,60.0508
2473,37.2047,32.4983,9.5405,17.6178,60.0512
2474,37.2049,32.4985,9.54051,17.6179,60.0516
2475,37.2051,32.4987,9.54052,17.6179,60.052
2476,37.2052,32.499,9.54053,17.618,60.0524
2477,37.2054,32.4992,9.54054,17.618,60.0528
2478,37.2056,32.4994,9.54055,17.6181,60.0532
2479,37.2058,32.4996,9.54056,17.6182,60.0535
2480,37.2059,32.4998,9.54057,17.6182,60.0539
2481,37.2061,32.5,9.54058,17.6183,60.0543
2482,37.2063,32.5002,9.54059,17.6183,60.0546
2483,37.2064,32.5004,9.5406,17.6184,60.055
2484,37.2066,32.5005,9.54061,17.6184,60.0553
2485,37.2067,32.5007,9.54061,17.6185,60.0556
2486,37.2069,32.5009,9.54062,17.6186,60.0559
2487,37.207,32.5011,9.54063,17.6186,60.0563
2488,37.2072,32.5012,9.54064,17.6187,60.0566
2489,37.2073,32.5014,9.54065,17.6187,60.0569
2490,37.2075,32.5016,9.54065,17.6187,60.0572
2491,37.2076,32.5017,9.54066,17.6188,60.0575
2492,37.2077,32.5019,9.54067,17.6188,60.0577
2493,37.2079,32.502,9.54067,17.6189,60.058
2494,37.208,32.5022,9.54068,17.6189,60.0583
2495,37.2081,32.5023,9.54069,17.619,60.0586
2496,37.2082,32.5025,9.54069,17.619,60.0588
2497,37.2084,32.5026,9.5407,17.6191,60.0591
2498,37.2085,32.5027,9.54071,17.6191,60.0593
2499,37.2086,32.5029,9.54071,17.6191,60.0596
2500,37.2087,32.503,9.54072,17.6192,60.0598
2501,37.2088,32.5031,9.54073,17.6192,60.0601
2502,37.2089,32.5033,9.54073,17.6193,60.0603
2503,37.209,32.5034,9.54074,17.6193,60.0605
2504,37.2091,32.5035,9.54074,17.6193,60.0608
2505,37.2092,32.5036,9.54075,17.6194,60.061
2506,37.2094,32.5038,9.54075,17.6194,60.0612
2507,37.2095,32.5039,9.54076,17.6194,60.0614
2508,37.2095,32.504,9.54076,17.6195,60.0616
2509,37.2096,32.5041,9.54077,17.6195,60.0618
2510,37.2097,32.5042,9.54077,17.6195,60.062
2511,37.2098,32.5043,9.54078,17.6196,60.0622
2512,37.2099,32.5044,9.54078,17.6196,60.0624
2513,37.21,32.5045,9.54079,17.6196,60.0626
2514,37.2101,32.5046,9.54079,17.6197,60.0628
2515,37.2102,32.5047,9.5408,17.6197,60.063
2516,37.2103,32.5048,9.5408,17.6197,60.0631
2517,37.2103,32.5049,9.54081,17.6197,60.0633
2518,37.2104,32.505,9.54081,17.6198,60.0635
2519,37.2105,32.5051,9.54081,17.6198,60.0637
2520,37.2106,32.5052,9.54082,17.6198,60.0638
2521,37.2106,32.5053,9.54082,17.6198,60.064
2522,37.2107,32.5054,9.54083,17.6199,60.0641
2523,37.2108,32.5054,9.54083,17.6199,60.0643
2524,37.2109,32.5055,9.54083,17.6199,60.0644
2525,37.2109,32.5056,9.54084,17.6199,60.0646
2526,37.211,32.5057,9.54084,17.62,60.0647
2527,37.2111,32.5058,9.54084,17.62,60.0649
2528,37.2111,32.5058,9.54085,17.62,60.065
2529,37.2112,32.5059,9.54085,17.62,60.0651
2530,37.2113,32.506,9.54085,17.6201,60.0653
2531,37.2113,32.5061,9.54086,17.6201,60.0654
2532,37.2114,32.5061,9.54086,17.6201,60.0655
2533,37.2114,32.5062,9.54086,17.6201,60.0657
2534,37.2115,32.5063,9.54087,17.6201,60.0658
2535,37.2116,32.5063,9.54087,17.6202,60.0659
2536,37.2116,32.5064,9.54087,17.6202,60.066
2537,37.2117,32.5065,9.54088,17.6202,60.0661
2538,37.2117,32.5065,9.54088,17.6202,60.0663
2539,37.2118,32.5066,9.54088,17.6202,60.0664
2540,37.2118,32.5066,9.54088,17.6202,60.0665
2541,37.2119,32.5067,9.54089,17.6203,60.0666
2542,37.2119,32.5067,9.54089,17.6203,60.0667
2543,37.212,32.5068,9.54089,17.6203,60.0668
2544,37.212,32.5069,9.5409,17.6203,60.0669
2545,37.2121,32.5069,9.5409,17.6203,60.067
2546,37.2121,32.507,9.5409,17.6203,60.0671
2547,37.2122,32.507,9.5409,17.6204,60.0672
2548,37.2122,32.5071,9.5409,17.6204,60.0673
2549,37.2122,32.5071,9.54091,17.6204,60.0674
2550,37.2123,32.5072,9.54091,17.6204,60.0675
