*year,value
"1850",0.0557315826416016
"1850.083",0.00179176330566406
"1850.167",0.0378513336181641
"1850.25",0.0255680084228516
"1850.333",0.0259098052978516
"1850.417",0.00164222717285156
"1850.5",0.0534671783447266
"1850.583",0.00890541076660156
"1850.667",0.00758094787597656
"1850.75",0.00794410705566406
"1850.833",0.0246280670166016
"1850.917",-0.000429916381835937
"1851",-0.00662498474121094
"1851.083",-0.0244197845458984
"1851.167",0.0487888336181641
"1851.25",0.0404148101806641
"1851.333",-0.00371971130371094
"1851.417",0.00379981994628906
"1851.5",0.0388767242431641
"1851.583",0.0168521881103516
"1851.667",-0.00908164978027344
"1851.75",0.0314426422119141
"1851.833",0.0246494293212891
"1851.917",-0.00113487243652344
"1852",0.0211460113525391
"1852.083",0.00715370178222656
"1852.167",0.0164035797119141
"1852.25",0.0173862457275391
"1852.333",0.0152286529541016
"1852.417",0.0283023834228516
"1852.5",0.0190525054931641
"1852.583",0.0140323638916016
"1852.667",0.00621376037597656
"1852.75",-0.0198696136474609
"1852.833",0.0148654937744141
"1852.917",0.0108066558837891
"1853",0.000296401977539062
"1853.083",0.0162540435791016
"1853.167",-0.000707626342773438
"1853.25",0.000809097290039062
"1853.333",-0.00557823181152344
"1853.417",-0.00485191345214844
"1853.5",0.00350074768066406
"1853.583",-0.00194664001464844
"1853.667",0.00975990295410156
"1853.75",-0.0139736175537109
"1853.833",-0.00480918884277344
"1853.917",-0.0124782562255859
"1854",-0.00562095642089844
"1854.083",-0.0117946624755859
"1854.167",-0.0182888031005859
"1854.25",-0.0169857025146484
"1854.333",-0.0162593841552734
"1854.417",-0.0191860198974609
"1854.5",-0.0175411224365234
"1854.583",-0.0248470306396484
"1854.667",-0.0308498382568359
"1854.75",-0.0183956146240234
"1854.833",-0.0433040618896484
"1854.917",-0.0206600189208984
"1855",-0.0214931488037109
"1855.083",-0.0326656341552734
"1855.167",-0.0277736663818359
"1855.25",-0.0204250335693359
"1855.333",-0.0314479827880859
"1855.417",-0.0345241546630859
"1855.5",-0.0322170257568359
"1855.583",-0.0370021820068359
"1855.667",-0.0359554290771484
"1855.75",-0.0426845550537109
"1855.833",-0.0343532562255859
"1855.917",-0.0342250823974609
"1856",-0.0361263275146484
"1856.083",-0.0392665863037109
"1856.167",-0.0345241546630859
"1856.25",-0.0389034271240234
"1856.333",-0.0324947357177734
"1856.417",-0.0366390228271484
"1856.5",-0.0372585296630859
"1856.583",-0.0372798919677734
"1856.667",-0.0342678070068359
"1856.75",-0.0320247650146484
"1856.833",-0.0361476898193359
"1856.917",-0.0299953460693359
"1857",-0.0325374603271484
"1857.083",-0.0282649993896484
"1857.167",-0.0349514007568359
"1857.25",-0.0325160980224609
"1857.333",-0.0450984954833984
"1857.417",-0.0177120208740234
"1857.5",-0.0358699798583984
"1857.583",-0.0162593841552734
"1857.667",-0.0388393402099609
"1857.75",-0.0260219573974609
"1857.833",0.00335121154785156
"1857.917",-0.0197628021240234
"1858",-0.0202541351318359
"1858.083",-0.000643539428710937
"1858.167",-0.0269191741943359
"1858.25",0.00963172912597656
"1858.333",-0.0248683929443359
"1858.417",-0.00487327575683594
"1858.5",-0.00833396911621094
"1858.583",-0.00224571228027344
"1858.667",-0.0151912689208984
"1858.75",-0.0106624603271484
"1858.833",0.0425724029541016
"1858.917",0.0156131744384766
"1859",-0.0128841400146484
"1859.083",-0.00777854919433594
"1859.167",0.00459022521972656
"1859.25",-0.00854759216308594
"1859.333",0.0163394927978516
"1859.417",0.0369541168212891
"1859.5",0.00766639709472656
"1859.583",0.0202274322509766
"1859.667",0.0223850250244141
"1859.75",0.0312717437744141
"1859.833",0.0325748443603516
"1859.917",0.0418888092041016
"1860",0.0389621734619141
"1860.083",0.00409889221191406
"1860.167",0.0297336578369141
"1860.25",0.0424869537353516
"1860.333",0.00215492248535156
"1860.417",0.00121498107910156
"1860.5",0.0345188140869141
"1860.583",0.0371463775634766
"1860.667",0.0473148345947266
"1860.75",0.066092300415039
"1860.833",0.0224491119384766
"1860.917",0.0320194244384766
"1861",0.0557529449462891
"1861.083",0.0233890533447266
"1861.167",0.0232181549072266
"1861.25",0.0398807525634766
"1861.333",0.0494724273681641
"1861.417",-0.00876121520996094
"1861.5",-0.0151058197021484
"1861.583",0.0358646392822266
"1861.667",0.0125156402587891
"1861.75",0.0504978179931641
"1861.833",0.0352878570556641
"1861.917",0.0219577789306641
"1862",0.0156772613525391
"1862.083",0.0293064117431641
"1862.167",0.0137546539306641
"1862.25",-0.00181846618652344
"1862.333",0.00698280334472656
"1862.417",0.000851821899414062
"1862.5",0.00183448791503906
"1862.583",0.00858497619628906
"1862.667",0.0234958648681641
"1862.75",0.0265506744384766
"1862.833",-0.00371971130371094
"1862.917",0.00358619689941406
"1863",0.0117465972900391
"1863.083",-0.00350608825683594
"1863.167",-0.0189937591552734
"1863.25",0.0248630523681641
"1863.333",-0.0109401702880859
"1863.417",0.0158054351806641
"1863.5",0.00914039611816406
"1863.583",-0.0169216156005859
"1863.667",0.0223850250244141
"1863.75",-0.00809898376464844
"1863.833",-0.00559959411621094
"1863.917",-0.0124355316162109
"1864",-0.00685997009277344
"1864.083",0.0105289459228516
"1864.167",-0.0195491790771484
"1864.25",0.00465431213378906
"1864.333",-0.0116237640380859
"1864.417",-0.0168575286865234
"1864.5",-0.0139095306396484
"1864.583",-0.0327083587646484
"1864.667",0.0124301910400391
"1864.75",-0.00707359313964844
"1864.833",-0.0348659515380859
"1864.917",0.00696144104003906
"1865",-0.0289272308349609
"1865.083",-0.0123287200927734
