*year,value
"1850",0
"1850.083",-0.000102418311731273
"1850.167",0.000280148009397907
"1850.25",0.000549195764700278
"1850.333",0.00107761973322573
"1850.417",0.000896566051628578
"1850.5",0.000453294176774172
"1850.583",-0.00114190861631885
"1850.667",-0.00136601192702954
"1850.75",-0.0015391173593636
"1850.833",-0.000822564292809386
"1850.917",0.000142550671318631
"1851",-0.00000169703652258546
"1851.083",-0.000104087168942862
"1851.167",0.000278494049957972
"1851.25",0.000547595305545351
"1851.333",0.00107596055096076
"1851.417",0.000894873175407873
"1851.5",0.000451622348987352
"1851.583",-0.00114363306144896
"1851.667",-0.00136774286701938
"1851.75",-0.00154084749123728
"1851.833",-0.0310395923307517
"1851.917",-0.0605200521945412
"1852",-0.0912258843517041
"1852.083",-0.12229200725679
"1852.167",-0.15159545347372
"1852.25",-0.149957585632513
"1852.333",-0.148318428307235
"1852.417",-0.14969084811679
"1852.5",-0.148115686081502
"1852.583",-0.149997652631962
"1852.667",-0.151454144630066
"1852.75",-0.153789719998836
"1852.833",-0.121690590903983
"1852.917",-0.090855643134412
"1853",-0.0608279774321868
"1853.083",-0.0306633063744064
"1853.167",0.000265181944429621
"1853.25",0.000534409535515173
"1853.333",0.0010628279968784
"1853.417",0.00088169617493497
"1853.5",0.000438237774891104
"1853.583",-0.00115753792768733
"1853.667",-0.0013816983153454
"1853.75",-0.00155488792644962
"1853.833",-0.000838208030548404
"1853.917",0.000127195318822104
"1854",-0.0000268330043367293
"1854.083",-0.000129271399251923
"1854.167",0.000253559370418877
"1854.25",0.00052286258771142
"1854.333",0.0010513522905031
"1854.417",0.00087014983321837
"1854.5",0.000426483448010662
"1854.583",-0.00116970109401843
"1854.667",-0.00139386029943242
"1854.75",-0.00156719146555637
"1854.833",-0.000850350739567712
"1854.917",0.000115275934209208
"1855",-0.00004193226630822
"1855.083",-0.00014436366503226
"1855.167",0.000238644201805666
"1855.25",0.000507980866129493
"1855.333",0.00103652738397908
"1855.417",0.000855292871418722
"1855.5",0.000411396883938986
"1855.583",-0.00118540392899533
"1855.667",-0.00140960051726582
"1855.75",-0.00158300565595165
"1855.833",-0.000866002049654785
"1855.917",0.0000999759301893444
"1856",-0.0000603941296886401
"1856.083",-0.000162806028868284
"1856.167",0.000220385699368608
"1856.25",0.00048982510668738
"1856.333",0.00101842209438624
"1856.417",0.000837198708388609
"1856.5",0.000392923026019121
"1856.583",-0.00120451053441167
"1856.667",-0.00142872734055208
"1856.75",-0.00160229139379076
"1856.833",-0.000885046894042812
"1856.917",0.0000812650323354924
"1857",-0.0000822190583965599
"1857.083",-0.000184621320042322
"1857.167",0.000198769279603633
"1857.25",0.000468388230885797
"1857.333",0.00099704638849088
"1857.417",0.000815682996362838
"1857.5",0.000371172511343998
"1857.583",-0.00122712568103531
"1857.667",-0.00145139854649531
"1857.75",-0.00162512721599548
"1857.833",-0.000907624014310049
"1857.917",0.0000591611389247626
"1858",-0.000107354592222414
"1858.083",-0.000209795673375646
"1858.167",0.000173896428435821
"1858.25",0.000443615503817718
"1858.333",0.000972340937095945
"1858.417",0.000790957117586366
"1858.5",0.000346033326030143
"1858.583",-0.00125320353072
"1858.667",-0.00147756021578732
"1858.75",-0.0016514939672192
"1858.833",-0.000933626514642266
"1858.917",0.0000335577582011026
"1859",-0.000135880869355315
"1859.083",-0.000238311452480627
"1859.167",0.000145634375367715
"1859.25",0.000415577149283947
"1859.333",0.000944446793889803
"1859.417",0.000762930450807137
"1859.5",0.00031752566549989
"1859.583",-0.00128277868281085
"1859.667",-0.00150716703406087
"1859.75",-0.00168133557317698
"1859.833",-0.000963156053063602
"1859.917",0.00000465602130589327
"1860",-0.000167788042749861
"1860.083",-0.00027019691897634
"1860.167",0.000114101494456509
"1860.25",0.000384222682470015
"1860.333",0.000913184684281115
"1860.417",0.00073157976268462
"1860.5",0.000285616329646299
"1860.583",-0.00131582801620572
"1860.667",-0.00154028731706446
"1860.75",-0.00171464733482296
"1860.833",-0.00099615639067302
"1860.917",-0.0000276987586688426
"1861",-0.000202990010618714
"1861.083",-0.000305414398186543
"1861.167",-0.00120302910029638
"1861.25",-0.0615365059049454
"1861.333",-0.216285529846535
"1861.417",-0.370832534706664
"1861.5",-0.462812921934771
"1861.583",-0.517028070687731
"1861.667",-0.546075647174942
"1861.75",-0.558271701455604
"1861.833",-0.556740633038277
"1861.917",-0.540730627679063
"1862",-0.517175930270896
"1862.083",-0.50217198353916
"1862.167",-0.494678938615118
"1862.25",-0.488580766919262
"1862.333",-0.481616700159356
"1862.417",-0.470844680383758
"1862.5",-0.449622106850171
"1862.583",-0.417135156479063
"1862.667",-0.37619903527781
"1862.75",-0.339002217262499
"1862.833",-0.307167221124879
"1862.917",-0.273948230080519
"1863",-0.23931051551561
"1863.083",-0.216027895086295
"1863.167",-0.201632112208204
"1863.25",-0.188761723290219
"1863.333",-0.176618047883682
"1863.417",-0.165620217217927
"1863.5",-0.153240359797456
"1863.583",-0.140319922238319
"1863.667",-0.125572910662676
"1863.75",-0.112998614440284
"1863.833",-0.101771886658702
"1863.917",-0.0852189736664664
"1864",-0.0646959414556662
"1864.083",-0.0528525170412788
"1864.167",-0.048416019840719
"1864.25",-0.0445433139111406
"1864.333",-0.0407761415213566
"1864.417",-0.0380061775398777
"1864.5",-0.0352754906990947
"1864.583",-0.03349769939476
"1864.667",-0.0303359228361842
"1864.75",-0.0276332246507892
"1864.833",-0.0244963446556055
"1864.917",-0.0166040411419358
"1865",-0.00567654474931034
"1865.083",-0.00048458538604837
