*year,value
"2110",0.00370190938312476
"2111",0.0629983266194529
"2112",0.0654905954996877
"2113",0.0687875111897654
"2114",0.0352593739827341
"2115",0.0250357309977346
"2116",-0.00414161682128906
"2117",-0.0190578460693359
"2118",-0.0289450327555471
"2119",-0.0287563323974609
"2120",-0.00170453389484351
"2121",0.0404450734456248
"2122",0.0849124908447266
"2123",0.0590676625569529
"2124",0.0656063079833984
"2125",0.0290803273518748
"2126",-0.00394579569500024
"2127",-0.0194957733154297
"2128",-0.0328489939371877
"2129",-0.0294844309489065
"2130",-0.00230979919433594
"2131",0.0680558522542185
"2132",0.0793938954671091
"2133",0.093265151977539
"2134",0.0697470347086721
"2135",0.0346042633056641
"2136",-0.00713411966960962
"2137",-0.0199283599853516
"2138",-0.0326140085856252
"2139",-0.0386435190836721
"2140",-0.0340969085693359
"2141",-0.00593961079914038
"2142",0.0230063120524221
"2143",0.0272271474202341
"2144",0.0339242299397654
"2145",0.0289307912190623
"2146",0.00371259053546851
"2147",0.000625737508124757
"2148",-0.0162326812744141
"2149",-0.0253365834553904
"2150",-0.0296624501546091
"2151",-0.0290643056233591
"2152",-0.00427513122558594
"2153",0.0435123443603516
"2154",0.080405044555664
"2155",0.0786533355712891
"2156",0.0718262990315622
"2157",0.0496522267659373
"2158",0.0167097727457815
"2159",-0.0100767771403127
"2160",-0.0246992746989065
"2161",-0.0229796091715627
"2162",0.00144996643066406
"2163",0.0513273874918752
"2164",0.0991308848063284
"2165",0.0840758005778127
"2166",0.0907550811767578
"2167",0.0450789133707815
"2168",0.0119192759196096
"2169",-0.0117181142171091
"2170",-0.0250820159912109
"2171",-0.0285694122314453
"2172",-0.0146073659260935
"2173",0.0279623667399221
"2174",0.0529633839924998
"2175",0.0746158599853516
"2176",0.0762215932210154
"2177",0.0538107554117971
"2178",0.0223885854085154
"2179",0.00272458394367163
"2180",-0.0185843149821096
"2181",-0.0312325795491404
"2182",-0.0426756540934377
"2183",-0.0471831003825002
"2184",-0.0420276641845703
"2185",-0.0228389739990234
"2186",0.0224419911702341
"2187",0.0295307159423828
"2188",0.0429373423258596
"2189",0.0523937225341797
"2190",0.0213667551676565
"2191",-0.00614611307781274
"2192",-0.023857243855781
"2193",-0.0298547108967966
"2194",-0.0323914845784373
"2195",-0.0209555308024221
"2196",0.0194886525471873
"2197",0.0620797475178904
"2198",0.0864808400471873
"2199",0.0761646270751953
"2200",0.0563724517822266
"2201",0.0214895884196096
"2202",0.00698458353679712
"2203",-0.00426266988117163
"2204",-0.0232270558674998
"2205",-0.0301876068115234
"2206",-0.0385794321696096
"2207",-0.0301609039306641
"2208",-0.00491600036621094
"2209",0.0230401357014841
"2210",0.0441211700439453
"2211",0.0435942331950002
"2212",0.0412817637125784
"2213",0.0204428354899221
"2214",0.00827522277832031
"2215",-0.0231291453043752
"2216",-0.0410663604736328
"2217",-0.0426685333251953
"2218",-0.0394730885823435
"2219",-0.0150666554768748
"2220",0.0228176116943359
"2221",0.0509357452392578
"2222",0.0920385996500784
"2223",0.0745749155680471
"2224",0.0439556121826172
"2225",0.017542902628594
"2226",-0.0151058197021484
"2227",-0.023301823933906
"2228",-0.0367298126220703
"2229",-0.0224384307861328
"2230",0.0118106842041016
"2231",0.0349140167236328
"2232",0.0405002593994141
"2233",0.0536202748616404
"2234",0.0374116261799998
"2235",0.0227428436279297
"2236",-0.00941988627117212
"2237",-0.0222586313883596
"2238",-0.0304332733154297
"2239",-0.0286156972249216
"2240",-0.0113958994547659
"2241",0.030949529012031
"2242",0.068846257527656
"2243",0.0730635325114065
"2244",0.0683656056721872
"2245",0.040144220987969
"2246",0.0116273244221873
"2247",-0.00102984110515649
"2248",-0.0203680674235159
"2249",-0.032325617472344
"2250",-0.0413583119710154
"2251",-0.0425314585367971
"2252",-0.0290144602457815
"2253",-0.000595474243164062
"2254",0.0318289438883596
"2255",0.0369363149007029
"2256",0.0455310821533203
"2257",0.0392238616943359
"2258",0.0177422841389841
"2259",0.00340817769367163
"2260",-0.0259062449137502
"2261",-0.0400035858154297
"2262",-0.0390956878662109
"2263",-0.0334827423095703
"2264",-0.00451367696124976
"2265",0.0364378611246877
"2266",0.067416763305664
"2267",0.0959585825602346
"2268",0.0649921417236328
"2269",0.0405643463134766
"2270",0.00826276143390601
"2271",-0.0111840565999216
"2272",-0.0299187978108591
"2273",-0.0301840464274221
"2274",-0.00812568664550781
"2275",0.0243254343668752
"2276",0.0477278391520315
"2277",0.046980158487969
"2278",0.0425724029541016
"2279",0.0246672312418752
"2280",-0.00690447489421899
"2281",-0.0233231862385935
"2282",-0.0296624501546091
"2283",-0.0329914093017578
"2284",-0.0172206878662109
"2285",0.0215999603271484
"2286",0.0628487904866404
"2287",0.0764975229899221
"2288",0.0752674102783203
"2289",0.0282614390055471
"2290",0.0172580718994141
"2291",-0.00683326721191406
"2292",-0.0281101226806641
"2293",-0.0398682912190623
"2294",-0.0309139251708984
"2295",0.00507443745929663
"2296",0.036760075887031
"2297",0.0710394541422659
"2298",0.0722339630126953
"2299",0.0459067026774221
